Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
10/20/2020,10/21/2020,North River,NR,"1,789.00","945,741.64",,"658,596",RT-qPCR
10/20/2020,10/21/2020,Oakwood Beach,OB,"4,795.00","1,834,358.63",,"258,731",RT-qPCR
10/20/2020,10/21/2020,Owls Head,OH,"18,230.00","6,394,851.12",,"906,442",RT-qPCR
10/20/2020,10/21/2020,Port Richmond,PR,"3,789.00","1,521,966.28",,"226,167",RT-qPCR
10/20/2020,10/21/2020,Red Hook,RH,"1,984.00","703,878.26",,"224,029",RT-qPCR
10/20/2020,10/21/2020,Rockaway,RK,"2,720.00","1,879,345.18",,"120,539",RT-qPCR
10/20/2020,10/21/2020,Tallman Island,TI,"2,226.00","1,104,931.89",,"449,907",RT-qPCR
10/20/2020,10/21/2020,Wards Island,WI,"3,026.00","1,649,601.32",,"1,201,485",RT-qPCR
10/25/2020,10/26/2020,26th Ward,26W,"1,652.00","989,698.57",,"290,608",RT-qPCR
10/25/2020,10/26/2020,Bowery Bay,BB,"2,430.00","855,582.47",,"924,695",RT-qPCR
10/25/2020,10/26/2020,Coney Island,CI,"2,615.00","1,102,519.97",,"682,342",RT-qPCR
10/25/2020,10/26/2020,Hunts Point,HP,"2,678.00","1,461,670.41",,"755,948",RT-qPCR
10/25/2020,10/26/2020,Jamaica Bay,JA,"1,754.00","663,361.42",,"748,737",RT-qPCR
10/25/2020,10/26/2020,Newtown Creek,NC,"2,759.00","1,535,087.80",,"1,156,473",RT-qPCR
10/25/2020,10/26/2020,North River,NR,"1,708.00","853,973.30",This sample was analyzed in duplicate. The higher of the 2 results is reported,"658,596",RT-qPCR
10/25/2020,10/26/2020,Oakwood Beach,OB,"3,822.00","1,386,643.93",,"258,731",RT-qPCR
10/25/2020,10/26/2020,Owls Head,OH,"5,718.00","2,101,283.14",,"906,442",RT-qPCR
10/25/2020,10/26/2020,Port Richmond,PR,"2,419.00","902,980.25",,"226,167",RT-qPCR
10/25/2020,10/26/2020,Red Hook,RH,744.00,"264,029.38",,"224,029",RT-qPCR
10/25/2020,10/26/2020,Rockaway,RK,"1,272.00","758,936.16",,"120,539",RT-qPCR
10/25/2020,10/26/2020,Tallman Island,TI,"1,797.00","755,797.10",,"449,907",RT-qPCR
10/25/2020,10/26/2020,Wards Island,WI,"2,014.00","1,059,879.97",,"1,201,485",RT-qPCR
10/27/2020,10/28/2020,26th Ward,26W,"1,927.00","1,104,489.82",,"290,608",RT-qPCR
10/27/2020,10/28/2020,Bowery Bay,BB,"3,913.00","1,329,526.71",,"924,695",RT-qPCR
10/27/2020,10/28/2020,Coney Island,CI,"2,216.00","872,894.95",,"682,342",RT-qPCR
10/27/2020,10/28/2020,Hunts Point,HP,"6,656.00","4,265,992.05",,"755,948",RT-qPCR
10/27/2020,10/28/2020,Jamaica Bay,JA,"2,605.00","974,694.55",,"748,737",RT-qPCR
10/27/2020,10/28/2020,Newtown Creek,NC,"3,132.00","1,722,378.91",,"1,156,473",RT-qPCR
10/27/2020,10/28/2020,North River,NR,"1,723.00","861,726.72",,"658,596",RT-qPCR
10/27/2020,10/28/2020,Oakwood Beach,OB,"3,148.00","1,114,677.03",,"258,731",RT-qPCR
10/27/2020,10/28/2020,Owls Head,OH,"7,189.00","2,431,804.90",,"906,442",RT-qPCR
10/27/2020,10/28/2020,Port Richmond,PR,"4,568.00","1,727,999.91",,"226,167",RT-qPCR
10/27/2020,10/28/2020,Red Hook,RH,"5,298.00","1,969,295.97",,"224,029",RT-qPCR
10/27/2020,10/28/2020,Rockaway,RK,884.00,"499,426.76",,"120,539",RT-qPCR
10/27/2020,10/28/2020,Tallman Island,TI,"1,621.00","682,067.04",This sample was analyzed in duplicate. The higher of the 2 results is reported,"449,907",RT-qPCR
10/27/2020,10/28/2020,Wards Island,WI,"3,665.00","1,916,956.35",,"1,201,485",RT-qPCR
11/01/2020,11/02/2020,26th Ward,26W,"1,577.00","1,499,180.01",,"290,608",RT-qPCR
11/01/2020,11/02/2020,Bowery Bay,BB,"4,299.00","2,481,274.94",,"924,695",RT-qPCR
11/01/2020,11/02/2020,Coney Island,CI,"2,390.00","1,206,484.01",,"682,342",RT-qPCR
11/01/2020,11/03/2020,Hunts Point,HP,"2,302.00","1,833,005.95",,"755,948",RT-qPCR
11/01/2020,11/02/2020,Jamaica Bay,JA,"2,492.00","1,247,474.22",,"748,737",RT-qPCR
11/01/2020,11/02/2020,Newtown Creek,NC,"2,597.00","1,938,146.40",,"1,156,473",RT-qPCR
11/01/2020,11/02/2020,North River,NR,"1,673.00","1,000,227.46",,"658,596",RT-qPCR
11/01/2020,11/02/2020,Oakwood Beach,OB,"2,845.00","1,344,229.96",,"258,731",RT-qPCR
11/01/2020,11/02/2020,Owls Head,OH,"7,666.00","3,489,667.15",This sample was analyzed in duplicate. The higher of the 2 results is reported,"906,442",RT-qPCR
11/01/2020,11/02/2020,Port Richmond,PR,"2,801.00","1,687,927.98",,"226,167",RT-qPCR
11/01/2020,11/02/2020,Red Hook,RH,775.00,"471,227.90",,"224,029",RT-qPCR
11/01/2020,11/03/2020,Rockaway,RK,452.00,"340,971.98",Concentration below Method Limit of Quantification (above Method Limit of Detection),"120,539",RT-qPCR
11/01/2020,11/02/2020,Tallman Island,TI,"1,086.00","758,212.93",,"449,907",RT-qPCR
11/01/2020,11/02/2020,Wards Island,WI,"4,160.00","2,857,421.94",,"1,201,485",RT-qPCR
11/03/2020,11/04/2020,26th Ward,26W,"3,616.00","2,308,059.45",Sample processing method slightly different due to supply chain issues,"290,608",RT-qPCR
11/03/2020,11/04/2020,Bowery Bay,BB,"5,348.00","1,904,648.96",Sample processing method slightly different due to supply chain issues,"924,695",RT-qPCR
11/03/2020,11/04/2020,Coney Island,CI,"1,145.00","489,122.10",Sample processing method slightly different due to supply chain issues,"682,342",RT-qPCR
11/03/2020,11/04/2020,Hunts Point,HP,"1,974.00","1,245,744.71",Sample processing method slightly different due to supply chain issues,"755,948",RT-qPCR
11/03/2020,11/04/2020,Jamaica Bay,JA,"5,794.00","2,255,629.23",Sample processing method slightly different due to supply chain issues,"748,737",RT-qPCR
11/03/2020,11/04/2020,Newtown Creek,NC,"1,219.00","666,313.87",Sample processing method slightly different due to supply chain issues,"1,156,473",RT-qPCR
11/03/2020,11/04/2020,North River,NR,"4,016.00","2,008,176.38",Sample processing method slightly different due to supply chain issues,"658,596",RT-qPCR
11/03/2020,11/04/2020,Oakwood Beach,OB,"2,845.00","1,132,059.40",Sample processing method slightly different due to supply chain issues,"258,731",RT-qPCR
11/03/2020,11/04/2020,Owls Head,OH,"5,323.00","1,889,644.66",This sample was analyzed in duplicate. The higher of the 2 results is reported - Sample processing method slightly different due to supply chain issues,"906,442",RT-qPCR
11/03/2020,11/04/2020,Port Richmond,PR,"8,488.00","3,693,792.65",Sample processing method slightly different due to supply chain issues,"226,167",RT-qPCR
11/03/2020,11/04/2020,Red Hook,RH,"4,098.00","1,592,650.63",Sample processing method slightly different due to supply chain issues,"224,029",RT-qPCR
11/03/2020,11/04/2020,Rockaway,RK,966.00,"546,132.56",Sample processing method slightly different due to supply chain issues,"120,539",RT-qPCR
11/03/2020,11/04/2020,Tallman Island,TI,"2,739.00","1,497,854.97",Sample processing method slightly different due to supply chain issues,"449,907",RT-qPCR
11/03/2020,11/04/2020,Wards Island,WI,"3,604.00","1,953,133.09",Sample processing method slightly different due to supply chain issues,"1,201,485",RT-qPCR
11/08/2020,11/09/2020,26th Ward,26W,"4,401.00","2,694,244.92",,"290,608",RT-qPCR
11/08/2020,11/09/2020,Bowery Bay,BB,"15,236.00","5,239,193.87",,"924,695",RT-qPCR
11/08/2020,11/09/2020,Coney Island,CI,"10,920.00","4,725,167.42",,"682,342",RT-qPCR
11/08/2020,11/09/2020,Hunts Point,HP,"6,518.00","3,982,133.06",,"755,948",RT-qPCR
11/08/2020,11/09/2020,Jamaica Bay,JA,"11,355.00","4,477,890.58",,"748,737",RT-qPCR
11/08/2020,11/09/2020,Newtown Creek,NC,"9,341.00","4,953,011.63",This sample was analyzed in duplicate. The higher of the 2 results is reported,"1,156,473",RT-qPCR
11/08/2020,11/09/2020,North River,NR,"8,430.00","3,924,692.29",,"658,596",RT-qPCR
11/08/2020,11/09/2020,Oakwood Beach,OB,"10,368.00","3,731,524.81",,"258,731",RT-qPCR
11/08/2020,11/09/2020,Owls Head,OH,"12,038.00","4,323,405.17",,"906,442",RT-qPCR
11/08/2020,11/09/2020,Port Richmond,PR,"12,649.00","5,080,919.44",,"226,167",RT-qPCR
11/08/2020,11/09/2020,Red Hook,RH,"2,186.00","849,492.34",,"224,029",RT-qPCR
11/08/2020,11/09/2020,Rockaway,RK,"2,072.00","1,301,361.91",,"120,539",RT-qPCR
11/08/2020,11/09/2020,Tallman Island,TI,"4,169.00","1,683,504.32",,"449,907",RT-qPCR
11/08/2020,11/09/2020,Wards Island,WI,"8,221.00","4,325,374.18",,"1,201,485",RT-qPCR
11/10/2020,11/11/2020,26th Ward,26W,"5,813.00","3,331,669.66",,"290,608",RT-qPCR
11/10/2020,11/11/2020,Bowery Bay,BB,"11,977.00","4,118,499.14",,"924,695",RT-qPCR
11/10/2020,11/11/2020,Coney Island,CI,"4,755.00","1,978,308.46",,"682,342",RT-qPCR
11/10/2020,11/17/2020,Hunts Point,HP,646.00,"371,849.05",,"755,948",RT-qPCR
11/10/2020,11/11/2020,Jamaica Bay,JA,"11,366.00","4,252,382.24",This sample was analyzed in duplicate. The higher of the 2 results is reported,"748,737",RT-qPCR
11/10/2020,11/11/2020,Newtown Creek,NC,"6,375.00","3,505,876.85",,"1,156,473",RT-qPCR
11/10/2020,11/11/2020,North River,NR,"7,882.00","4,077,289.02",,"658,596",RT-qPCR
11/10/2020,11/11/2020,Oakwood Beach,OB,"7,030.00","2,561,046.63",,"258,731",RT-qPCR
11/10/2020,11/11/2020,Owls Head,OH,"11,226.00","4,078,593.85",,"906,442",RT-qPCR
11/10/2020,11/11/2020,Port Richmond,PR,"16,314.00","6,553,272.03",,"226,167",RT-qPCR
11/10/2020,11/11/2020,Red Hook,RH,"9,343.00","3,631,125.45",,"224,029",RT-qPCR
11/10/2020,11/11/2020,Rockaway,RK,586.00,"349,454.95",Concentration below Method Limit of Quantification (above Method Limit of Detection),"120,539",RT-qPCR
11/10/2020,11/11/2020,Tallman Island,TI,"8,766.00","3,687,662.28",,"449,907",RT-qPCR
11/10/2020,11/11/2020,Wards Island,WI,"8,257.00","4,396,610.58",,"1,201,485",RT-qPCR
11/15/2020,11/16/2020,26th Ward,26W,"2,464.00","2,311,272.16",This sample was analyzed in duplicate. The higher of the 2 results is reported - Sample processing method slightly different due to supply chain issues,"290,608",RT-qPCR
11/15/2020,11/16/2020,Bowery Bay,BB,"1,601.00","897,707.45",Sample processing method slightly different due to supply chain issues,"924,695",RT-qPCR
11/15/2020,11/16/2020,Coney Island,CI,"1,733.00","913,366.27",Sample processing method slightly different due to supply chain issues,"682,342",RT-qPCR
11/15/2020,11/16/2020,Hunts Point,HP,"4,704.00","3,509,625.30",Sample processing method slightly different due to supply chain issues,"755,948",RT-qPCR
11/15/2020,11/16/2020,Jamaica Bay,JA,"18,889.00","8,785,739.79",Sample processing method slightly different due to supply chain issues,"748,737",RT-qPCR
11/15/2020,11/16/2020,Newtown Creek,NC,"2,296.00","1,713,703.06",Sample processing method slightly different due to supply chain issues,"1,156,473",RT-qPCR
11/15/2020,11/16/2020,North River,NR,815.00,"440,403.49",Sample processing method slightly different due to supply chain issues,"658,596",RT-qPCR
11/15/2020,11/16/2020,Oakwood Beach,OB,"2,693.00","1,162,443.48",Sample processing method slightly different due to supply chain issues,"258,731",RT-qPCR
11/15/2020,11/16/2020,Owls Head,OH,"3,418.00","1,470,258.46",Sample processing method slightly different due to supply chain issues,"906,442",RT-qPCR
11/15/2020,11/16/2020,Port Richmond,PR,"1,681.00","1,041,223.74",Sample processing method slightly different due to supply chain issues,"226,167",RT-qPCR
11/15/2020,11/16/2020,Red Hook,RH,985.00,"632,632.82",Sample processing method slightly different due to supply chain issues,"224,029",RT-qPCR
11/15/2020,11/16/2020,Rockaway,RK,907.00,"711,730.41",Sample processing method slightly different due to supply chain issues,"120,539",RT-qPCR
11/15/2020,11/16/2020,Tallman Island,TI,"1,741.00","1,010,941.86",Sample processing method slightly different due to supply chain issues,"449,907",RT-qPCR
11/15/2020,11/16/2020,Wards Island,WI,"2,572.00","1,547,891.62",Sample processing method slightly different due to supply chain issues,"1,201,485",RT-qPCR
11/17/2020,11/18/2020,26th Ward,26W,"4,710.00","3,128,639.90",,"290,608",RT-qPCR
11/17/2020,11/18/2020,Bowery Bay,BB,"8,786.00","3,057,378.10",,"924,695",RT-qPCR
11/17/2020,11/18/2020,Coney Island,CI,"3,600.00","1,857,561.53",,"682,342",RT-qPCR
11/17/2020,11/18/2020,Hunts Point,HP,"4,164.00","2,481,103.24",,"755,948",RT-qPCR
11/17/2020,11/18/2020,Jamaica Bay,JA,"3,843.00","1,457,278.20",,"748,737",RT-qPCR
11/17/2020,11/18/2020,Newtown Creek,NC,"5,830.00","3,263,372.24",,"1,156,473",RT-qPCR
11/17/2020,11/18/2020,North River,NR,"4,110.00","2,031,419.81",,"658,596",RT-qPCR
11/17/2020,11/18/2020,Oakwood Beach,OB,"3,499.00","1,545,988.34",,"258,731",RT-qPCR
11/17/2020,11/18/2020,Owls Head,OH,"8,488.00","2,871,358.83",This sample was analyzed in duplicate. The higher of the 2 results is reported,"906,442",RT-qPCR
11/17/2020,11/18/2020,Port Richmond,PR,"6,784.00","2,838,442.62",,"226,167",RT-qPCR
11/17/2020,11/18/2020,Red Hook,RH,"4,014.00","1,559,909.42",,"224,029",RT-qPCR
11/17/2020,11/18/2020,Rockaway,RK,"2,098.00","1,317,984.41",,"120,539",RT-qPCR
11/17/2020,11/18/2020,Tallman Island,TI,"2,573.00","1,147,540.50",,"449,907",RT-qPCR
11/17/2020,11/18/2020,Wards Island,WI,"5,365.00","2,822,723.62",,"1,201,485",RT-qPCR
11/22/2020,11/23/2020,26th Ward,26W,"9,990.00","6,245,977.97",,"290,608",RT-qPCR
11/22/2020,11/23/2020,Bowery Bay,BB,"12,422.00","4,830,927.11",This sample was analyzed in duplicate. The higher of the 2 results is reported,"924,695",RT-qPCR
11/22/2020,11/23/2020,Coney Island,CI,"5,169.00","2,179,556.89",,"682,342",RT-qPCR
11/22/2020,11/23/2020,Hunts Point,HP,"8,993.00","5,718,984.53",,"755,948",RT-qPCR
11/22/2020,11/23/2020,Jamaica Bay,JA,"11,173.00","4,293,251.24",,"748,737",RT-qPCR
11/22/2020,11/23/2020,Newtown Creek,NC,"5,481.00","3,265,216.88",,"1,156,473",RT-qPCR
11/22/2020,11/23/2020,North River,NR,"10,432.00","5,156,487.27",,"658,596",RT-qPCR
11/22/2020,11/23/2020,Oakwood Beach,OB,"2,744.00","1,055,780.95",,"258,731",RT-qPCR
11/22/2020,11/23/2020,Owls Head,OH,"5,310.00","2,040,309.02",,"906,442",RT-qPCR
11/22/2020,11/23/2020,Port Richmond,PR,"12,186.00","5,302,780.35",,"226,167",RT-qPCR
11/22/2020,11/23/2020,Red Hook,RH,"7,890.00","2,932,943.14",,"224,029",RT-qPCR
11/22/2020,11/23/2020,Rockaway,RK,957.00,"601,330.65",,"120,539",RT-qPCR
11/22/2020,11/23/2020,Tallman Island,TI,"7,163.00","3,013,553.59",,"449,907",RT-qPCR
11/22/2020,11/23/2020,Wards Island,WI,"9,925.00","5,347,101.68",,"1,201,485",RT-qPCR
11/24/2020,11/25/2020,26th Ward,26W,"10,802.00","6,753,951.28",,"290,608",RT-qPCR
11/24/2020,11/25/2020,Bowery Bay,BB,"13,482.00","4,525,559.99",,"924,695",RT-qPCR
11/24/2020,11/25/2020,Coney Island,CI,"5,950.00","2,838,755.15",,"682,342",RT-qPCR
11/24/2020,11/25/2020,Hunts Point,HP,"10,658.00","6,404,123.29",,"755,948",RT-qPCR
11/24/2020,11/25/2020,Jamaica Bay,JA,"16,487.00","6,168,143.55",,"748,737",RT-qPCR
11/24/2020,11/25/2020,Newtown Creek,NC,"6,555.00","3,626,112.23",,"1,156,473",RT-qPCR
11/24/2020,11/25/2020,North River,NR,"6,230.00","3,079,499.51",This sample was analyzed in duplicate. The higher of the 2 results is reported,"658,596",RT-qPCR
11/24/2020,11/25/2020,Oakwood Beach,OB,"14,734.00","5,669,303.42",,"258,731",RT-qPCR
11/24/2020,11/25/2020,Owls Head,OH,"14,167.00","4,910,679.58",,"906,442",RT-qPCR
11/24/2020,11/25/2020,Port Richmond,PR,"16,923.00","6,514,694.93",,"226,167",RT-qPCR
11/24/2020,11/25/2020,Red Hook,RH,"6,464.00","2,402,873.53",,"224,029",RT-qPCR
11/24/2020,11/25/2020,Rockaway,RK,"2,785.00","1,749,336.96",,"120,539",RT-qPCR
11/24/2020,11/25/2020,Tallman Island,TI,"2,903.00","1,538,708.02",,"449,907",RT-qPCR
11/24/2020,11/25/2020,Wards Island,WI,"8,601.00","4,579,501.72",,"1,201,485",RT-qPCR
11/29/2020,11/30/2020,26th Ward,26W,"9,478.00","5,925,813.84",,"290,608",RT-qPCR
11/29/2020,11/30/2020,Bowery Bay,BB,"20,669.00","7,107,479.31",,"924,695",RT-qPCR
11/29/2020,11/30/2020,Coney Island,CI,"37,486.00","15,804,952.84",,"682,342",RT-qPCR
11/29/2020,11/30/2020,Hunts Point,HP,"15,763.00","9,551,169.90",,"755,948",RT-qPCR
11/29/2020,11/30/2020,Jamaica Bay,JA,"5,448.00","2,093,399.94",,"748,737",RT-qPCR
11/29/2020,11/30/2020,Newtown Creek,NC,"15,280.00","8,252,422.82",,"1,156,473",RT-qPCR
11/29/2020,11/30/2020,North River,NR,"7,478.00","3,567,295.66",,"658,596",RT-qPCR
11/29/2020,11/30/2020,Oakwood Beach,OB,"14,972.00","5,870,460.83",,"258,731",RT-qPCR
11/29/2020,11/30/2020,Owls Head,OH,"4,830.00","1,654,008.73",,"906,442",RT-qPCR
11/29/2020,11/30/2020,Port Richmond,PR,"14,272.00","5,972,030.51",,"226,167",RT-qPCR
11/29/2020,11/30/2020,Red Hook,RH,"6,138.00","2,177,870.10",This sample was analyzed in duplicate. The higher of the 2 results is reported,"224,029",RT-qPCR
11/29/2020,11/30/2020,Rockaway,RK,"3,372.00","2,012,135.32",,"120,539",RT-qPCR
11/29/2020,11/30/2020,Tallman Island,TI,"14,808.00","6,229,629.52",,"449,907",RT-qPCR
11/29/2020,11/30/2020,Wards Island,WI,"9,124.00","4,742,892.00",,"1,201,485",RT-qPCR
12/01/2020,12/02/2020,26th Ward,26W,"6,117.00","4,382,630.00",,"290,608",RT-qPCR
12/01/2020,12/02/2020,Bowery Bay,BB,"20,411.00","7,520,193.55",This sample was analyzed in duplicate. The higher of the 2 results is reported,"924,695",RT-qPCR
12/01/2020,12/02/2020,Coney Island,CI,"9,945.00","5,186,350.97",,"682,342",RT-qPCR
12/01/2020,12/02/2020,Hunts Point,HP,"7,420.00","4,941,911.78",,"755,948",RT-qPCR
12/01/2020,12/02/2020,Jamaica Bay,JA,"18,238.00","7,284,132.80",,"748,737",RT-qPCR
12/01/2020,12/02/2020,Newtown Creek,NC,"4,656.00","2,712,573.20",,"1,156,473",RT-qPCR
12/01/2020,12/02/2020,North River,NR,"5,201.00","2,630,840.39",,"658,596",RT-qPCR
12/01/2020,12/02/2020,Oakwood Beach,OB,"5,246.00","2,302,621.86",,"258,731",RT-qPCR
12/01/2020,12/02/2020,Owls Head,OH,"19,180.00","6,728,396.16",,"906,442",RT-qPCR
12/01/2020,12/02/2020,Port Richmond,PR,"29,725.00","14,925,291.90",,"226,167",RT-qPCR
12/01/2020,12/02/2020,Red Hook,RH,"4,262.00","1,584,442.51",,"224,029",RT-qPCR
12/01/2020,12/02/2020,Rockaway,RK,"1,970.00","1,361,056.44",,"120,539",RT-qPCR
12/01/2020,12/02/2020,Tallman Island,TI,"6,422.00","3,674,470.47",,"449,907",RT-qPCR
12/01/2020,12/02/2020,Wards Island,WI,"11,728.00","6,835,708.74",,"1,201,485",RT-qPCR
12/06/2020,12/07/2020,26th Ward,26W,"11,291.00","7,794,790.29",,"290,608",RT-qPCR
